study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	cv	median	min	max	sd	se	unit	comments
Mendell2011	japanFed	16.0	ED60	cumulative amount	edoxaban	urine	LC MS/MS	24.0	hr	28.5	26.2	NA	NA	NA	7.467	NA	mg	NA
Mendell2011	japanFed	16.0	ED60	recovery	edoxaban	urine	LC MS/MS	24.0	hr	47.5	26.2	NA	NA	NA	12.445	NA	percent	NA
Mendell2011	japanFed	16.0	ED60	clearance_renal	edoxaban	urine	LC MS/MS	24.0	hr	269.0	34.7	NA	NA	NA	93.34300000000002	NA	L/hr	NA
Mendell2011	japanFast	16.0	ED60	cumulative amount	edoxaban	urine	LC MS/MS	24.0	hr	22.3	24.8	NA	NA	NA	5.530400000000001	NA	mg	NA
Mendell2011	japanFast	16.0	ED60	recovery	edoxaban	urine	LC MS/MS	24.0	hr	37.2	24.8	NA	NA	NA	9.2256	NA	percent	NA
Mendell2011	japanFast	16.0	ED60	clearance_renal	edoxaban	urine	LC MS/MS	24.0	hr	234.0	32.6	NA	NA	NA	76.284	NA	L/hr	NA
Mendell2011	caucasFed	16.0	ED60	cumulative amount	edoxaban	urine	LC MS/MS	24.0	hr	22.1	25.1	NA	NA	NA	5.5471	NA	mg	NA
Mendell2011	caucasFed	16.0	ED60	recovery	edoxaban	urine	LC MS/MS	24.0	hr	36.8	25.1	NA	NA	NA	9.236799999999999	NA	percent	NA
Mendell2011	caucasFed	16.0	ED60	clearance_renal	edoxaban	urine	LC MS/MS	24.0	hr	186.0	23.1	NA	NA	NA	42.966	NA	L/hr	NA
Mendell2011	caucasFast	16.0	ED60	cumulative amount	edoxaban	urine	LC MS/MS	24.0	hr	18.8	34.9	NA	NA	NA	6.5612	NA	mg	NA
Mendell2011	caucasFast	16.0	ED60	recovery	edoxaban	urine	LC MS/MS	24.0	hr	31.3	34.9	NA	NA	NA	10.923699999999998	NA	percent	NA
Mendell2011	caucasFast	16.0	ED60	clearance_renal	edoxaban	urine	LC MS/MS	24.0	hr	178.0	28.4	NA	NA	NA	50.552	NA	L/hr	NA
