study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	cv	median	min	max	sd	se	unit	comments
Mendell2011	caucasFed	16.0	ED60	auc_end	edoxaban	plasma	LC MS/MS	24.0	hr	1895.0	19.8	NA	NA	NA	375.21	NA	ng*hr/ml	NA
Mendell2011	caucasFed	16.0	ED60	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	1984.0	20.1	NA	NA	NA	398.784	NA	ng*hr/ml	NA
Mendell2011	caucasFed	16.0	ED60	cmax	edoxaban	plasma	LC MS/MS	NA	NA	334.0	36.0	NA	NA	NA	120.24	NA	ng/ml	NA
Mendell2011	caucasFed	16.0	ED60	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	1.5	0.5	5.0	NA	NA	hr	NA
Mendell2011	caucasFed	16.0	ED60	thalf	edoxaban	plasma	LC MS/MS	NA	NA	5.21	22.4	NA	NA	NA	1.1670399999999999	NA	hr	NA
Mendell2011	caucasFed	16.0	ED60	mrt	edoxaban	plasma	LC MS/MS	NA	NA	7.32	18.4	NA	NA	NA	1.3468799999999999	NA	hr	NA
Mendell2011	caucasFed	16.0	ED60	oral clearance	edoxaban	plasma	LC MS/MS	NA	NA	30.2	20.1	NA	NA	NA	6.0702	NA	l/hr	NA
Mendell2011	caucasFed	16.0	ED60	vd	edoxaban	plasma	LC MS/MS	NA	NA	235.0	19.5	NA	NA	NA	45.825	NA	l	NA
Mendell2011	caucasFast	16.0	ED60	auc_end	edoxaban	plasma	LC MS/MS	24.0	hr	1642.0	26.6	NA	NA	NA	436.77200000000005	NA	ng*hr/ml	NA
Mendell2011	caucasFast	16.0	ED60	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	1724.0	25.6	NA	NA	NA	441.344	NA	ng*hr/ml	NA
Mendell2011	caucasFast	16.0	ED60	cmax	edoxaban	plasma	LC MS/MS	NA	NA	274.0	42.8	NA	NA	NA	117.27199999999999	NA	ng/ml	NA
Mendell2011	caucasFast	16.0	ED60	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	1.0	0.5	2.5	NA	NA	hr	NA
Mendell2011	caucasFast	16.0	ED60	thalf	edoxaban	plasma	LC MS/MS	NA	NA	5.25	23.2	NA	NA	NA	1.218	NA	hr	NA
Mendell2011	caucasFast	16.0	ED60	mrt	edoxaban	plasma	LC MS/MS	NA	NA	7.36	19.5	NA	NA	NA	1.4352	NA	hr	NA
Mendell2011	caucasFast	16.0	ED60	oral clearance	edoxaban	plasma	LC MS/MS	NA	NA	34.8	25.6	NA	NA	NA	8.9088	NA	l/hr	NA
Mendell2011	caucasFast	16.0	ED60	vd	edoxaban	plasma	LC MS/MS	NA	NA	264.0	35.5	NA	NA	NA	93.72	NA	l	NA
