study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	cv	median	min	max	sd	se	unit	comments
Mendell2011	japanFed	16.0	ED60	auc_end	edoxaban	plasma	LC MS/MS	24.0	hr	1740.0	18.7	NA	NA	NA	325.38	NA	ng*hr/ml	NA
Mendell2011	japanFed	16.0	ED60	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	1810.0	18.1	NA	NA	NA	327.61	NA	ng*hr/ml	NA
Mendell2011	japanFed	16.0	ED60	cmax	edoxaban	plasma	LC MS/MS	NA	NA	310.0	31.6	NA	NA	NA	97.96	NA	ng/ml	NA
Mendell2011	japanFed	16.0	ED60	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	2.0	1.0	4.5	NA	NA	hr	NA
Mendell2011	japanFed	16.0	ED60	thalf	edoxaban	plasma	LC MS/MS	NA	NA	4.84	21.1	NA	NA	NA	1.0212400000000001	NA	hr	NA
Mendell2011	japanFed	16.0	ED60	mrt	edoxaban	plasma	LC MS/MS	NA	NA	7.1	14.5	NA	NA	NA	1.0294999999999999	NA	hr	NA
Mendell2011	japanFed	16.0	ED60	oral clearance	edoxaban	plasma	LC MS/MS	NA	NA	33.2	18.1	NA	NA	NA	6.009200000000001	NA	l/hr	NA
Mendell2011	japanFed	16.0	ED60	vd	edoxaban	plasma	LC MS/MS	NA	NA	232.0	28.7	NA	NA	NA	66.584	NA	l	NA
Mendell2011	japanFast	16.0	ED60	auc_end	edoxaban	plasma	LC MS/MS	24.0	hr	1509.0	24.4	NA	NA	NA	368.19599999999997	NA	ng*hr/ml	NA
Mendell2011	japanFast	16.0	ED60	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	1611.0	23.0	NA	NA	NA	370.53	NA	ng*hr/ml	NA
Mendell2011	japanFast	16.0	ED60	cmax	edoxaban	plasma	LC MS/MS	NA	NA	293.0	41.0	NA	NA	NA	120.13	NA	ng/ml	NA
Mendell2011	japanFast	16.0	ED60	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	1.0	0.5	2.5	NA	NA	hr	NA
Mendell2011	japanFast	16.0	ED60	thalf	edoxaban	plasma	LC MS/MS	NA	NA	5.97	42.1	NA	NA	NA	2.51337	NA	hr	NA
Mendell2011	japanFast	16.0	ED60	mrt	edoxaban	plasma	LC MS/MS	NA	NA	7.76	26.6	NA	NA	NA	2.0641599999999998	NA	hr	NA
Mendell2011	japanFast	16.0	ED60	oral clearance	edoxaban	plasma	LC MS/MS	NA	NA	37.2	23.0	NA	NA	NA	8.556000000000001	NA	l/hr	NA
Mendell2011	japanFast	16.0	ED60	vd	edoxaban	plasma	LC MS/MS	NA	NA	321.0	51.7	NA	NA	NA	165.957	NA	l	NA
