study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Bathala2012	all	6.0	ED60	cmax	edoxaban	plasma	LC MS/MS	NA	NA	332.0	NA	NA	NA	108.0	NA	NA	ng/ml	NA
Bathala2012	all	6.0	ED60	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	0.5	0.5	0.5	NA	NA	NA	hr	NA
Bathala2012	all	6.0	ED60	auc_end	edoxaban	plasma	LC MS/MS	48.0	hr	1584.0	NA	NA	NA	305.0	NA	NA	ng*hr/ml	NA
Bathala2012	all	6.0	ED60	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	1596.0	NA	NA	NA	305.0	NA	NA	ng*hr/ml	NA
Bathala2012	all	6.0	ED60	thalf	edoxaban	plasma	LC MS/MS	NA	NA	7.4	NA	NA	NA	1.7	NA	NA	hr	NA
Bathala2012	all	6.0	ED60	cmax	edoxaban-M6	plasma	LC MS/MS	NA	NA	6.99	NA	NA	NA	2.97	NA	NA	ng/ml	NA
Bathala2012	all	6.0	ED60	tmax	edoxaban-M6	plasma	LC MS/MS	NA	NA	NA	1.0	0.5	1.0	NA	NA	NA	hr	NA
Bathala2012	all	6.0	ED60	auc_end	edoxaban-M6	plasma	LC MS/MS	48.0	hr	55.1	NA	NA	NA	16.7	NA	NA	ng*hr/ml	NA
Bathala2012	all	6.0	ED60	auc_inf	edoxaban-M6	plasma	LC MS/MS	NA	NA	56.2	NA	NA	NA	16.7	NA	NA	ng*hr/ml	NA
Bathala2012	all	6.0	ED60	thalf	edoxaban-M6	plasma	LC MS/MS	NA	NA	9.0	NA	NA	NA	1.9	NA	NA	hr	NA
Bathala2012	all	6.0	ED60	cmax	edoxaban-M8	plasma	LC MS/MS	NA	NA	0.63	NA	NA	NA	0.349	NA	NA	ng/ml	NA
Bathala2012	all	6.0	ED60	tmax	edoxaban-M8	plasma	LC MS/MS	NA	NA	NA	1.8	0.5	2.0	NA	NA	NA	hr	NA
Bathala2012	all	6.0	ED60	auc_end	edoxaban-M8	plasma	LC MS/MS	48.0	hr	3.5	NA	NA	NA	1.74	NA	NA	ng*hr/ml	NA
Bathala2012	all	6.0	ED60	auc_inf	edoxaban-M8	plasma	LC MS/MS	NA	NA	4.41	NA	NA	NA	1.8	NA	NA	ng*hr/ml	NA
Bathala2012	all	6.0	ED60	thalf	edoxaban-M8	plasma	LC MS/MS	NA	NA	9.0	NA	NA	NA	4.6	NA	NA	hr	NA
Bathala2012	all	6.0	ED60	cmax	edoxaban-M1	plasma	LC MS/MS	NA	NA	14.9	NA	NA	NA	2.22	NA	NA	ng/ml	NA
Bathala2012	all	6.0	ED60	tmax	edoxaban-M1	plasma	LC MS/MS	NA	NA	NA	1.8	0.5	2.0	NA	NA	NA	hr	NA
Bathala2012	all	6.0	ED60	auc_end	edoxaban-M1	plasma	LC MS/MS	48.0	hr	94.7	NA	NA	NA	16.7	NA	NA	ng*hr/ml	NA
Bathala2012	all	6.0	ED60	auc_inf	edoxaban-M1	plasma	LC MS/MS	NA	NA	95.8	NA	NA	NA	16.8	NA	NA	ng*hr/ml	NA
Bathala2012	all	6.0	ED60	thalf	edoxaban-M1	plasma	LC MS/MS	NA	NA	6.9	NA	NA	NA	1.7	NA	NA	hr	NA
Bathala2012	all	6.0	ED60	cmax	edoxaban-M4	plasma	LC MS/MS	NA	NA	22.2	NA	NA	NA	9.7	NA	NA	ng/ml	NA
Bathala2012	all	6.0	ED60	tmax	edoxaban-M4	plasma	LC MS/MS	NA	NA	NA	1.8	1.5	2.0	NA	NA	NA	hr	NA
Bathala2012	all	6.0	ED60	auc_end	edoxaban-M4	plasma	LC MS/MS	48.0	hr	145.5	NA	NA	NA	46.9	NA	NA	ng*hr/ml	NA
Bathala2012	all	6.0	ED60	auc_inf	edoxaban-M4	plasma	LC MS/MS	NA	NA	147.0	NA	NA	NA	46.8	NA	NA	ng*hr/ml	NA
Bathala2012	all	6.0	ED60	thalf	edoxaban-M4	plasma	LC MS/MS	NA	NA	8.2	NA	NA	NA	1.1	NA	NA	hr	NA
