study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Bathala2012	all	6.0	ED60	recovery	edoxaban+metabolites	feces	scintillation counting	168.0	hr	62.2	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban	feces	scintillation counting	168.0	hr	49.1	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M6	feces	scintillation counting	168.0	hr	1.66	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M8	feces	scintillation counting	168.0	hr	0.34	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M1	feces	scintillation counting	168.0	hr	NA	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M4	feces	scintillation counting	168.0	hr	1.93	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban+metabolites	urine	scintillation counting	168.0	hr	35.4	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban	urine	scintillation counting	168.0	hr	23.8	NA	NA	NA	5.47610619469027	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M6	urine	scintillation counting	168.0	hr	0.45	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M8	urine	scintillation counting	168.0	hr	NA	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M1	urine	scintillation counting	168.0	hr	1.85	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M4	urine	scintillation counting	168.0	hr	1.56	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban+metabolites	feces_urine	scintillation counting	168.0	hr	97.6	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban	feces_urine	scintillation counting	168.0	hr	72.8	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M6	feces_urine	scintillation counting	168.0	hr	2.11	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M8	feces_urine	scintillation counting	168.0	hr	0.34	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M1	feces_urine	scintillation counting	168.0	hr	1.85	NA	NA	NA	NA	NA	NA	percent	NA
Bathala2012	all	6.0	ED60	recovery	edoxaban-M4	feces_urine	scintillation counting	168.0	hr	3.49	NA	NA	NA	NA	NA	NA	percent	NA
