study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	cv	median	min	max	sd	se	unit	comments
Matsushima2013	all	35.0	ED60	auc_inf	edoxaban	plasma	LC MS/MS	24.0	hr	128.0	44.8	NA	NA	NA	NA	NA	ng*hr/ml	NA
Matsushima2013	all	35.0	ED60	cmax	edoxaban	plasma	LC MS/MS	NA	NA	0.8	0.304	NA	NA	NA	NA	NA	ng/ml	NA
Matsushima2013	all	35.0	ED60	concentration	edoxaban	plasma	LC MS/MS	24.0	hr	18.0	7.97	NA	NA	NA	NA	NA	ng/ml	NA
Matsushima2013	all	35.0	ED60	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	1.98	1.8	4.0	NA	NA	hr	NA
Matsushima2013	all	35.0	ED60	thalf	edoxaban	plasma	LC MS/MS	NA	NA	10.5	5.19	NA	NA	NA	NA	NA	hr	NA
Matsushima2013	all	35.0	ED60	auc_inf	edoxaban	plasma	LC MS/MS	24.0	hr	71.0	19.5	NA	NA	NA	NA	NA	ng*hr/ml	NA
Matsushima2013	all	35.0	ED60	cmax	edoxaban	plasma	LC MS/MS	NA	NA	0.27	0.089	NA	NA	NA	NA	NA	ng/ml	NA
Matsushima2013	all	35.0	ED60	concentration	edoxaban	plasma	LC MS/MS	24.0	hr	10.9	3.1	NA	NA	NA	NA	NA	ng/ml	NA
Matsushima2013	all	35.0	ED60	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	1.52	1.48	2.5	NA	NA	hr	NA
Matsushima2013	all	35.0	ED60	thalf	edoxaban	plasma	LC MS/MS	NA	NA	5.6	1.13	NA	NA	NA	NA	NA	hr	NA
Matsushima2013	all	29.0	ED60	auc_inf	edoxaban	plasma	LC MS/MS	24.0	hr	106.0	29.1	NA	NA	NA	NA	NA	ng*hr/ml	NA
Matsushima2013	all	29.0	ED60	cmax	edoxaban	plasma	LC MS/MS	NA	NA	0.46	0.131	NA	NA	NA	NA	NA	ng/ml	NA
Matsushima2013	all	29.0	ED60	concentration	edoxaban	plasma	LC MS/MS	24.0	hr	15.3	5.33	NA	NA	NA	NA	NA	ng/ml	NA
Matsushima2013	all	29.0	ED60	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	2.48	0.98	3.0	NA	NA	hr	NA
Matsushima2013	all	29.0	ED60	thalf	edoxaban	plasma	LC MS/MS	NA	NA	6.3	2.1	NA	NA	NA	NA	NA	hr	NA
