study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	cv	median	min	max	sd	se	unit	comments
Matsushima2013	all	29.0	ED30_IV, Q300	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	62.44	NA	NA	NA	NA	NA	NA	ng*hr/ml	NA
Matsushima2013	all	29.0	ED30_IV, Q300	cmax	edoxaban	plasma	LC MS/MS	NA	NA	15.7	NA	NA	NA	NA	NA	NA	ng/ml	NA
Matsushima2013	all	29.0	ED30_IV, Q300	concentration	edoxaban	plasma	LC MS/MS	24.0	hr	0.2009	NA	NA	NA	NA	NA	NA	ng/ml	NA
Matsushima2013	all	29.0	ED30_IV, Q300	cumulative amount	edoxaban	urine	LC MS/MS	24.0	hr	103.2	NA	NA	NA	NA	NA	NA	mg	NA
Matsushima2013	all	29.0	ED30_IV, Q300	recovery	edoxaban	urine	LC MS/MS	24.0	hr	16.04	NA	NA	NA	NA	NA	NA	percent	NA
Matsushima2013	all	29.0	ED30_IV, Q300	clearance_renal	edoxaban	urine	LC MS/MS	24.0	hr	7.71	NA	NA	NA	NA	NA	NA	L/hr	NA
Matsushima2013	all	35.0	ED30_IV	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	46.28	NA	NA	NA	NA	NA	NA	ng*hr/ml	NA
Matsushima2013	all	35.0	ED30_IV	cmax	edoxaban	plasma	LC MS/MS	NA	NA	14.61	NA	NA	NA	NA	NA	NA	ng/ml	NA
Matsushima2013	all	35.0	ED30_IV	concentration	edoxaban	plasma	LC MS/MS	24.0	hr	0.1193	NA	NA	NA	NA	NA	NA	ng/ml	NA
Matsushima2013	all	35.0	ED30_IV	cumulative amount	edoxaban	urine	LC MS/MS	24.0	hr	105.8	NA	NA	NA	NA	NA	NA	mg	NA
Matsushima2013	all	35.0	ED30_IV	recovery	edoxaban	urine	LC MS/MS	24.0	hr	21.52	NA	NA	NA	NA	NA	NA	percent	NA
Matsushima2013	all	35.0	ED30_IV	clearance_renal	edoxaban	urine	LC MS/MS	24.0	hr	10.3	NA	NA	NA	NA	NA	NA	L/hr	NA
Matsushima2013	all	29.0	ED30_IV, Q300	auc_inf	edoxaban-M4	plasma	LC MS/MS	24.0	hr	3.66	NA	NA	NA	NA	NA	NA	ng*hr/ml	NA
Matsushima2013	all	29.0	ED30_IV, Q300	cmax	edoxaban-M4	plasma	LC MS/MS	NA	NA	0.5176	NA	NA	NA	NA	NA	NA	ng/ml	NA
Matsushima2013	all	29.0	ED30_IV, Q300	concentration	edoxaban-M4	plasma	LC MS/MS	24.0	hr	0.01574	NA	NA	NA	NA	NA	NA	ng/ml	NA
Matsushima2013	all	35.0	ED30_IV	auc_inf	edoxaban-M4	plasma	LC MS/MS	24.0	hr	2.45	NA	NA	NA	NA	NA	NA	ng*hr/ml	NA
Matsushima2013	all	35.0	ED30_IV	cmax	edoxaban-M4	plasma	LC MS/MS	NA	NA	0.3701	NA	NA	NA	NA	NA	NA	ng/ml	NA
Matsushima2013	all	35.0	ED30_IV	concentration	edoxaban-M4	plasma	LC MS/MS	24.0	hr	0.00918	NA	NA	NA	NA	NA	NA	ng/ml	NA
