study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	cv	median	min	max	sd	se	unit	comments
Parasrampuria2016	edo_cyc	33.0	ED60	cmax	edoxaban	plasma	LC MS/MS	NA	NA	245.7	NA	NA	NA	NA	77.64	NA	ng/ml	NA
Parasrampuria2016	edo_cyc	33.0	ED60	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	1.5	0.98	3.02	NA	NA	hr	NA
Parasrampuria2016	edo_cyc	33.0	ED60	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	1833.0	NA	NA	NA	NA	363.3	NA	ng*hr/ml	NA
Parasrampuria2016	edo_cyc	33.0	ED60	thalf	edoxaban	plasma	LC MS/MS	NA	NA	14.5	NA	NA	NA	NA	5.34	NA	hr	NA
Parasrampuria2016	edo_cyc	33.0	ED60	oral clearance	edoxaban	plasma	LC MS/MS	NA	NA	34.1	NA	NA	NA	NA	7.37	NA	l/hr	NA
Parasrampuria2016	edo_cyc	30.0	ED60, CYC	cmax	edoxaban	plasma	LC MS/MS	NA	NA	410.9	NA	NA	NA	NA	70.64	NA	ng/ml	NA
Parasrampuria2016	edo_cyc	30.0	ED60, CYC	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	2.99	0.98	4.02	NA	NA	hr	NA
Parasrampuria2016	edo_cyc	30.0	ED60, CYC	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	3131.0	NA	NA	NA	NA	528.0	NA	ng*hr/ml	NA
Parasrampuria2016	edo_cyc	30.0	ED60, CYC	thalf	edoxaban	plasma	LC MS/MS	NA	NA	13.87	NA	NA	NA	NA	5.75	NA	hr	NA
Parasrampuria2016	edo_cyc	30.0	ED60, CYC	oral clearance	edoxaban	plasma	LC MS/MS	NA	NA	19.68	NA	NA	NA	NA	3.25	NA	l/hr	NA
Parasrampuria2016	edo_cyc	33.0	ED60	cmax	edoxaban	plasma	LC MS/MS	NA	NA	23.2	NA	NA	NA	NA	9.34	NA	ng/ml	NA
Parasrampuria2016	edo_cyc	33.0	ED60	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	2.0	1.0	3.02	NA	NA	hr	NA
Parasrampuria2016	edo_cyc	33.0	ED60	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	168.9	NA	NA	NA	NA	51.1	NA	ng*hr/ml	NA
Parasrampuria2016	edo_cyc	33.0	ED60	thalf	edoxaban	plasma	LC MS/MS	NA	NA	14.64	NA	NA	NA	NA	6.37	NA	hr	NA
Parasrampuria2016	edo_cyc	30.0	ED60, CYC	cmax	edoxaban	plasma	LC MS/MS	NA	NA	191.1	NA	NA	NA	NA	46.41	NA	ng/ml	NA
Parasrampuria2016	edo_cyc	30.0	ED60, CYC	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	3.03	2.0	4.02	NA	NA	hr	NA
Parasrampuria2016	edo_cyc	30.0	ED60, CYC	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	1132.0	NA	NA	NA	NA	268.0	NA	ng*hr/ml	NA
Parasrampuria2016	edo_cyc	30.0	ED60, CYC	thalf	edoxaban	plasma	LC MS/MS	NA	NA	12.92	NA	NA	NA	NA	6.23	NA	hr	NA
