study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	cv	median	min	max	sd	se	unit	comments
Parasrampuria2016	edo_ery	33.0	ED60	cmax	edoxaban	plasma	LC MS/MS	NA	NA	258.7	NA	NA	NA	NA	100.46	NA	ng/ml	NA
Parasrampuria2016	edo_ery	33.0	ED60	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	1.02	0.5	2.5	NA	NA	hr	NA
Parasrampuria2016	edo_ery	33.0	ED60	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	1740.0	NA	NA	NA	NA	443.7	NA	ng*hr/ml	NA
Parasrampuria2016	edo_ery	33.0	ED60	thalf	edoxaban	plasma	LC MS/MS	NA	NA	10.24	NA	NA	NA	NA	3.71	NA	hr	NA
Parasrampuria2016	edo_ery	33.0	ED60	oral clearance	edoxaban	plasma	LC MS/MS	NA	NA	36.7	NA	NA	NA	NA	9.4	NA	l/hr	NA
Parasrampuria2016	edo_ery	33.0	ED60, ERY	cmax	edoxaban	plasma	LC MS/MS	NA	NA	421.9	NA	NA	NA	NA	124.23	NA	ng/ml	NA
Parasrampuria2016	edo_ery	33.0	ED60, ERY	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	1.5	0.48	4.08	NA	NA	hr	NA
Parasrampuria2016	edo_ery	33.0	ED60, ERY	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	3193.0	NA	NA	NA	NA	617.1	NA	ng*hr/ml	NA
Parasrampuria2016	edo_ery	33.0	ED60, ERY	thalf	edoxaban	plasma	LC MS/MS	NA	NA	7.19	NA	NA	NA	NA	1.56	NA	hr	NA
Parasrampuria2016	edo_ery	33.0	ED60, ERY	oral clearance	edoxaban	plasma	LC MS/MS	NA	NA	19.45	NA	NA	NA	NA	3.6	NA	l/hr	NA
Parasrampuria2016	edo_ery	33.0	ED60	cmax	edoxaban-M4	plasma	LC MS/MS	NA	NA	28.9	NA	NA	NA	NA	12.63	NA	ng/ml	NA
Parasrampuria2016	edo_ery	33.0	ED60	tmax	edoxaban-M4	plasma	LC MS/MS	NA	NA	NA	NA	2.03	1.48	2.98	NA	NA	hr	NA
Parasrampuria2016	edo_ery	33.0	ED60	auc_inf	edoxaban-M4	plasma	LC MS/MS	NA	NA	207.8	NA	NA	NA	NA	71.9	NA	ng*hr/ml	NA
Parasrampuria2016	edo_ery	33.0	ED60	thalf	edoxaban-M4	plasma	LC MS/MS	NA	NA	12.56	NA	NA	NA	NA	6.31	NA	hr	NA
Parasrampuria2016	edo_ery	33.0	ED60, ERY	cmax	edoxaban-M4	plasma	LC MS/MS	NA	NA	49.0	NA	NA	NA	NA	19.48	NA	ng/ml	NA
Parasrampuria2016	edo_ery	33.0	ED60, ERY	tmax	edoxaban-M4	plasma	LC MS/MS	NA	NA	NA	NA	2.05	1.48	5.03	NA	NA	hr	NA
Parasrampuria2016	edo_ery	33.0	ED60, ERY	auc_inf	edoxaban-M4	plasma	LC MS/MS	NA	NA	356.2	NA	NA	NA	NA	112.6	NA	ng*hr/ml	NA
Parasrampuria2016	edo_ery	33.0	ED60, ERY	thalf	edoxaban-M4	plasma	LC MS/MS	NA	NA	8.17	NA	NA	NA	NA	2.22	NA	hr	NA
