study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	timeraw	mean_unit	value_unit
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	0.0	hr		0.0					0.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	0.5	hr		0.00019651204799492024					0.5	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	1.0	hr		0.0006973714460878228					1.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	1.5	hr		0.0007329516219086302					1.5	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	2.0	hr		0.0007325866970284168					2.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	2.5	hr		0.0006833218381996067					2.5	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	3.0	hr		0.0005669108014115294					3.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	3.5	hr		0.0005129019191399451					3.5	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	4.0	hr		0.00045469640074590644					4.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	4.5	hr		0.0004141897390422182					4.5	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	5.0	hr		0.00035142265964551193					5.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	6.0	hr		0.000274970897240803					6.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	8.0	hr		0.0001758937922628627					8.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	12.0	hr		8.59398092902576e-05					12.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	16.0	hr		5.437380715179781e-05					16.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	24.0	hr		2.2807805013338007e-05					24.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	36.0	hr		8.9406595652285e-06					36.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	48.0	hr		0.0					48.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	50.0	hr								mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	216.0	hr		5.309657007105088e-05					0.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	216.5	hr		0.00011075470114476936					0.5	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	217.0	hr		0.00025690711567023935					1.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	217.5	hr		0.0003764200139401305					1.5	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	218.0	hr		0.0005048735717752501					2.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	218.5	hr		0.0006112491743574585					2.5	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	219.0	hr		0.00069974345780921					3.0	mole/meter^3	ng/ml
