study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	timeraw	mean_unit	value_unit
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	0.0	hr		0.0					0.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	0.5	hr		1.3319758127789395e-05					0.5	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	1.0	hr		3.120107725824639e-05					1.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	1.5	hr		0.00012936587003565316					1.5	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	2.0	hr		0.00020508778267993536					2.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	2.5	hr		0.0002764305967616566					2.5	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	3.0	hr		0.0003747778519791701					3.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	3.5	hr		0.0003700338285363958					3.5	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	4.0	hr		0.00034740848596316446					4.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	4.5	hr		0.0003070842866995829					4.5	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	5.0	hr		0.0002665776249958946					5.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	6.0	hr		0.00023501162285743482					6.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	8.0	hr		0.00018556430158851804					8.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	12.0	hr		0.0001222498348714917					12.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	16.0	hr		5.455626959190451e-05					16.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	24.0	hr		3.649248802134081e-05					24.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	36.0	hr		1.8428706450777106e-05					36.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	48.0	hr		0.0					48.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	50.0	hr								mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	216.0	hr		0.00011513379970733026					0.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	216.5	hr		0.00014177331596290903					0.5	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	217.0	hr		0.0002523455546675717					1.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	217.5	hr		0.00030106302617606166					1.5	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	218.0	hr		0.0004251374854486204					2.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	218.5	hr		0.00046053519882932104					2.5	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	219.0	hr		0.00048279561652233893					3.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	219.5	hr		0.0004561561002667601					3.5	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	220.0	hr		0.00043845724357640986					4.0	mole/meter^3	ng/ml
