study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	cv	median	min	max	sd	se	unit	comments
Ogata2010	all	10.0	ED10	auc_end	edoxaban	plasma	LC MS/MS	48.0	hr	239.0	17.3	NA	NA	NA	NA	NA	ng*hr/ml	NA
Ogata2010	all	10.0	ED10	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	259.0	16.6	NA	NA	NA	NA	NA	ng*hr/ml	NA
Ogata2010	all	10.0	ED10	cmax	edoxaban	plasma	LC MS/MS	NA	NA	33.5	24.5	NA	NA	NA	NA	NA	ng/ml	NA
Ogata2010	all	10.0	ED10	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	1.25	0.5	5.0	NA	NA	hr	NA
Ogata2010	all	10.0	ED10	thalf	edoxaban	plasma	LC MS/MS	NA	NA	5.79	6.1	NA	NA	NA	NA	NA	hr	NA
Ogata2010	all	10.0	ED10	oral clearance	edoxaban	plasma	LC MS/MS	NA	NA	643.0	16.6	NA	NA	NA	NA	NA	mL/min	NA
Ogata2010	all	10.0	ED10	vd	edoxaban	plasma	LC MS/MS	NA	NA	322.0	40.4	NA	NA	NA	NA	NA	l	NA
Ogata2010	all	10.0	ED10	cumulative amount	edoxaban	urine	LC MS/MS	24.0	hr	3472.0	14.1	NA	NA	NA	NA	NA	µg	NA
Ogata2010	all	10.0	ED10	recovery	edoxaban	urine	LC MS/MS	48.0	hr	34.7	4.1	NA	NA	NA	NA	NA	percent	NA
Ogata2010	all	10.0	ED10	clearance_renal	edoxaban	urine	LC MS/MS	48.0	hr	240.0	21.6	NA	NA	NA	NA	NA	mL/min	NA
Ogata2010	all	10.0	ED30	auc_end	edoxaban	plasma	LC MS/MS	48.0	hr	972.0	13.5	NA	NA	NA	NA	NA	ng*hr/ml	NA
Ogata2010	all	10.0	ED30	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	993.0	13.7	NA	NA	NA	NA	NA	ng*hr/ml	NA
Ogata2010	all	10.0	ED30	cmax	edoxaban	plasma	LC MS/MS	NA	NA	152.0	21.8	NA	NA	NA	NA	NA	ng/ml	NA
Ogata2010	all	10.0	ED30	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	1.0	0.5	2.0	NA	NA	hr	NA
Ogata2010	all	10.0	ED30	thalf	edoxaban	plasma	LC MS/MS	NA	NA	8.92	36.2	NA	NA	NA	NA	NA	hr	NA
Ogata2010	all	10.0	ED30	oral clearance	edoxaban	plasma	LC MS/MS	NA	NA	504.0	13.7	NA	NA	NA	NA	NA	mL/min	NA
Ogata2010	all	10.0	ED30	vd	edoxaban	plasma	LC MS/MS	NA	NA	389.0	34.0	NA	NA	NA	NA	NA	l	NA
Ogata2010	all	10.0	ED30	cumulative amount	edoxaban	urine	LC MS/MS	24.0	hr	10856.0	10.2	NA	NA	NA	NA	NA	µg	NA
Ogata2010	all	10.0	ED30	recovery	edoxaban	urine	LC MS/MS	48.0	hr	38.0	9.96	NA	NA	NA	NA	NA	percent	NA
Ogata2010	all	10.0	ED30	clearance_renal	edoxaban	urine	LC MS/MS	48.0	hr	194.0	9.21	NA	NA	NA	NA	NA	mL/min	NA
Ogata2010	all	10.0	ED60	auc_end	edoxaban	plasma	LC MS/MS	24.0	hr	1760.0	11.6	NA	NA	NA	NA	NA	ng*hr/ml	NA
Ogata2010	all	10.0	ED60	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	1779.0	11.6	NA	NA	NA	NA	NA	ng*hr/ml	NA
Ogata2010	all	10.0	ED60	cmax	edoxaban	plasma	LC MS/MS	NA	NA	302.0	33.9	NA	NA	NA	NA	NA	ng/ml	NA
Ogata2010	all	10.0	ED60	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	1.27	0.5	2.5	NA	NA	hr	NA
Ogata2010	all	10.0	ED60	thalf	edoxaban	plasma	LC MS/MS	NA	NA	8.9	20.2	NA	NA	NA	NA	NA	hr	NA
Ogata2010	all	10.0	ED60	oral clearance	edoxaban	plasma	LC MS/MS	NA	NA	562.0	11.6	NA	NA	NA	NA	NA	mL/min	NA
Ogata2010	all	10.0	ED60	vd	edoxaban	plasma	LC MS/MS	NA	NA	433.0	19.7	NA	NA	NA	NA	NA	l	NA
Ogata2010	all	10.0	ED60	cumulative amount	edoxaban	urine	LC MS/MS	24.0	hr	22384.0	18.5	NA	NA	NA	NA	NA	µg	NA
Ogata2010	all	10.0	ED60	recovery	edoxaban	urine	LC MS/MS	48.0	hr	39.0	18.1	NA	NA	NA	NA	NA	percent	NA
Ogata2010	all	10.0	ED60	clearance_renal	edoxaban	urine	LC MS/MS	48.0	hr	222.0	15.9	NA	NA	NA	NA	NA	mL/min	NA
Ogata2010	all	9.0	ED90	auc_end	edoxaban	plasma	LC MS/MS	48.0	hr	2624.0	23.7	NA	NA	NA	NA	NA	ng*hr/ml	NA
Ogata2010	all	9.0	ED90	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	2680.0	23.2	NA	NA	NA	NA	NA	ng*hr/ml	NA
Ogata2010	all	9.0	ED90	cmax	edoxaban	plasma	LC MS/MS	NA	NA	375.0	51.3	NA	NA	NA	NA	NA	ng/ml	NA
Ogata2010	all	9.0	ED90	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	1.0	0.55	5.0	NA	NA	hr	NA
Ogata2010	all	9.0	ED90	thalf	edoxaban	plasma	LC MS/MS	NA	NA	9.3	22.0	NA	NA	NA	NA	NA	hr	NA
Ogata2010	all	9.0	ED90	oral clearance	edoxaban	plasma	LC MS/MS	NA	NA	560.0	23.2	NA	NA	NA	NA	NA	mL/min	NA
Ogata2010	all	9.0	ED90	vd	edoxaban	plasma	LC MS/MS	NA	NA	451.0	32.8	NA	NA	NA	NA	NA	l	NA
Ogata2010	all	9.0	ED90	cumulative amount	edoxaban	urine	LC MS/MS	24.0	hr	30217.0	23.6	NA	NA	NA	NA	NA	µg	NA
Ogata2010	all	9.0	ED90	recovery	edoxaban	urine	LC MS/MS	48.0	hr	36.4	19.9	NA	NA	NA	NA	NA	percent	NA
Ogata2010	all	9.0	ED90	clearance_renal	edoxaban	urine	LC MS/MS	48.0	hr	208.0	8.25	NA	NA	NA	NA	NA	mL/min	NA
Ogata2010	all	9.0	ED120	auc_end	edoxaban	plasma	LC MS/MS	48.0	hr	2745.0	18.7	NA	NA	NA	NA	NA	ng*hr/ml	NA
Ogata2010	all	9.0	ED120	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	2789.0	18.4	NA	NA	NA	NA	NA	ng*hr/ml	NA
Ogata2010	all	9.0	ED120	cmax	edoxaban	plasma	LC MS/MS	NA	NA	409.0	29.9	NA	NA	NA	NA	NA	ng/ml	NA
Ogata2010	all	9.0	ED120	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	1.0	0.5	2.0	NA	NA	hr	NA
Ogata2010	all	9.0	ED120	thalf	edoxaban	plasma	LC MS/MS	NA	NA	8.56	23.7	NA	NA	NA	NA	NA	hr	NA
Ogata2010	all	9.0	ED120	oral clearance	edoxaban	plasma	LC MS/MS	NA	NA	717.0	18.4	NA	NA	NA	NA	NA	mL/min	NA
Ogata2010	all	9.0	ED120	vd	edoxaban	plasma	LC MS/MS	NA	NA	531.0	32.4	NA	NA	NA	NA	NA	l	NA
Ogata2010	all	9.0	ED120	cumulative amount	edoxaban	urine	LC MS/MS	24.0	hr	43392.0	31.3	NA	NA	NA	NA	NA	µg	NA
Ogata2010	all	9.0	ED120	recovery	edoxaban	urine	LC MS/MS	48.0	hr	38.8	30.6	NA	NA	NA	NA	NA	percent	NA
Ogata2010	all	9.0	ED120	clearance_renal	edoxaban	urine	LC MS/MS	48.0	hr	283.0	27.5	NA	NA	NA	NA	NA	mL/min	NA
Ogata2010	all	9.0	ED150	auc_end	edoxaban	plasma	LC MS/MS	48.0	hr	4132.0	25.1	NA	NA	NA	NA	NA	ng*hr/ml	NA
Ogata2010	all	9.0	ED150	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	4322.0	23.1	NA	NA	NA	NA	NA	ng*hr/ml	NA
Ogata2010	all	9.0	ED150	cmax	edoxaban	plasma	LC MS/MS	NA	NA	487.0	34.2	NA	NA	NA	NA	NA	ng/ml	NA
Ogata2010	all	9.0	ED150	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	1.5	0.5	2.0	NA	NA	hr	NA
Ogata2010	all	9.0	ED150	thalf	edoxaban	plasma	LC MS/MS	NA	NA	10.7	27.5	NA	NA	NA	NA	NA	hr	NA
Ogata2010	all	9.0	ED150	oral clearance	edoxaban	plasma	LC MS/MS	NA	NA	578.0	23.1	NA	NA	NA	NA	NA	mL/min	NA
Ogata2010	all	9.0	ED150	vd	edoxaban	plasma	LC MS/MS	NA	NA	536.0	43.0	NA	NA	NA	NA	NA	l	NA
