study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	cv	median	min	max	sd	se	unit	comments
Ogata2010	all	9.0	mED90	auc_end	edoxaban	plasma	LC MS/MS	48.0	hr	2549.0	14.7	NA	NA	NA	NA	NA	ng*hr/ml	fed, day 1
Ogata2010	all	9.0	mED90	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	2735.0	16.3	NA	NA	NA	NA	NA	ng*hr/ml	auc_end measured to the last time point
Ogata2010	all	9.0	mED90	cmax	edoxaban	plasma	LC MS/MS	NA	NA	537.0	26.0	NA	NA	NA	NA	NA	ng/ml	NA
Ogata2010	all	9.0	mED90	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	1.0	0.5	3.5	NA	NA	hr	NA
Ogata2010	all	9.0	mED90	thalf	edoxaban	plasma	LC MS/MS	NA	NA	8.75	27.4	NA	NA	NA	NA	NA	hr	NA
Ogata2010	all	9.0	mED90	oral clearance	edoxaban	plasma	LC MS/MS	NA	NA	548.0	16.3	NA	NA	NA	NA	NA	mL/min	NA
Ogata2010	all	9.0	mED90	vd	edoxaban	plasma	LC MS/MS	NA	NA	415.0	24.2	NA	NA	NA	NA	NA	l	NA
Ogata2010	all	9.0	mED90	cumulative amount	edoxaban	urine	LC MS/MS	48.0	hr	36821.0	21.1	NA	NA	NA	NA	NA	µg	NA
Ogata2010	all	9.0	mED90	recovery	edoxaban	urine	LC MS/MS	48.0	hr	40.9	21.1	NA	NA	NA	NA	NA	percent	NA
Ogata2010	all	9.0	mED90	clearance_renal	edoxaban	urine	LC MS/MS	48.0	hr	227.0	29.8	NA	NA	NA	NA	NA	mL/min	NA
Ogata2010	all	9.0	mED90	auc_end	edoxaban	plasma	LC MS/MS	48.0	hr	2806.0	15.5	NA	NA	NA	NA	NA	ng*hr/ml	fed, day10
Ogata2010	all	9.0	mED90	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	ng*hr/ml	NA
Ogata2010	all	9.0	mED90	cmax	edoxaban	plasma	LC MS/MS	NA	NA	507.0	17.3	NA	NA	NA	NA	NA	ng/ml	NA
Ogata2010	all	9.0	mED90	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	2.0	1.03	2.5	NA	NA	hr	NA
Ogata2010	all	9.0	mED90	thalf	edoxaban	plasma	LC MS/MS	NA	NA	9.2	30.5	NA	NA	NA	NA	NA	hr	NA
Ogata2010	all	9.0	mED90	oral clearance	edoxaban	plasma	LC MS/MS	NA	NA	535.0	15.5	NA	NA	NA	NA	NA	mL/min	NA
Ogata2010	all	9.0	mED90	vd	edoxaban	plasma	LC MS/MS	NA	NA	426.0	30.7	NA	NA	NA	NA	NA	l	NA
Ogata2010	all	9.0	mED90	cumulative amount	edoxaban	urine	LC MS/MS	48.0	hr	40193.0	14.8	NA	NA	NA	NA	NA	µg	NA
Ogata2010	all	9.0	mED90	recovery	edoxaban	urine	LC MS/MS	48.0	hr	44.7	14.8	NA	NA	NA	NA	NA	percent	NA
Ogata2010	all	9.0	mED90	clearance_renal	edoxaban	urine	LC MS/MS	48.0	hr	220.0	13.8	NA	NA	NA	NA	NA	mL/min	NA
Ogata2010	all	9.0	mED60	auc_end	edoxaban	plasma	LC MS/MS	48.0	hr	1240.0	13.8	NA	NA	NA	NA	NA	ng*hr/ml	NA
Ogata2010	all	9.0	mED60	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	1572.0	11.2	NA	NA	NA	NA	NA	ng*hr/ml	NA
Ogata2010	all	9.0	mED60	cmax	edoxaban	plasma	LC MS/MS	NA	NA	266.0	25.3	NA	NA	NA	NA	NA	ng/ml	NA
Ogata2010	all	9.0	mED60	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	2.0	1.0	3.5	NA	NA	hr	NA
Ogata2010	all	9.0	mED60	thalf	edoxaban	plasma	LC MS/MS	NA	NA	10.4	30.2	NA	NA	NA	NA	NA	hr	NA
Ogata2010	all	9.0	mED60	oral clearance	edoxaban	plasma	LC MS/MS	NA	NA	636.0	11.2	NA	NA	NA	NA	NA	mL/min	NA
Ogata2010	all	9.0	mED60	vd	edoxaban	plasma	LC MS/MS	NA	NA	576.0	33.6	NA	NA	NA	NA	NA	l	NA
Ogata2010	all	9.0	mED60	cumulative amount	edoxaban	urine	LC MS/MS	48.0	hr	21910.0	26.7	NA	NA	NA	NA	NA	µg	NA
Ogata2010	all	9.0	mED60	recovery	edoxaban	urine	LC MS/MS	48.0	hr	36.5	26.7	NA	NA	NA	NA	NA	percent	NA
Ogata2010	all	9.0	mED60	clearance_renal	edoxaban	urine	LC MS/MS	48.0	hr	237.0	28.0	NA	NA	NA	NA	NA	mL/min	NA
Ogata2010	all	9.0	mED60	auc_end	edoxaban	plasma	LC MS/MS	48.0	hr	1805.0	16.7	NA	NA	NA	NA	NA	ng*hr/ml	NA
Ogata2010	all	9.0	mED60	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	ng*hr/ml	NA
Ogata2010	all	9.0	mED60	cmax	edoxaban	plasma	LC MS/MS	NA	NA	305.0	16.6	NA	NA	NA	NA	NA	ng/ml	NA
Ogata2010	all	9.0	mED60	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	3.0	2.0	4.0	NA	NA	hr	NA
Ogata2010	all	9.0	mED60	thalf	edoxaban	plasma	LC MS/MS	NA	NA	9.44	27.0	NA	NA	NA	NA	NA	hr	NA
Ogata2010	all	9.0	mED60	oral clearance	edoxaban	plasma	LC MS/MS	NA	NA	554.0	16.7	NA	NA	NA	NA	NA	mL/min	NA
Ogata2010	all	9.0	mED60	vd	edoxaban	plasma	LC MS/MS	NA	NA	453.0	31.1	NA	NA	NA	NA	NA	l	NA
Ogata2010	all	9.0	mED60	cumulative amount	edoxaban	urine	LC MS/MS	48.0	hr	30091.0	13.4	NA	NA	NA	NA	NA	µg	NA
Ogata2010	all	9.0	mED60	recovery	edoxaban	urine	LC MS/MS	48.0	hr	50.2	13.4	NA	NA	NA	NA	NA	percent	NA
Ogata2010	all	9.0	mED60	clearance_renal	edoxaban	urine	LC MS/MS	48.0	hr	200.0	18.8	NA	NA	NA	NA	NA	mL/min	NA
Ogata2010	all	9.0	mED120	auc_end	edoxaban	plasma	LC MS/MS	48.0	hr	3258.0	11.8	NA	NA	NA	NA	NA	ng*hr/ml	NA
Ogata2010	all	9.0	mED120	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	3533.0	11.3	NA	NA	NA	NA	NA	ng*hr/ml	NA
Ogata2010	all	9.0	mED120	cmax	edoxaban	plasma	LC MS/MS	NA	NA	614.0	29.3	NA	NA	NA	NA	NA	ng/ml	NA
Ogata2010	all	9.0	mED120	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	1.5	1.0	4.0	NA	NA	hr	NA
Ogata2010	all	9.0	mED120	thalf	edoxaban	plasma	LC MS/MS	NA	NA	9.61	32.6	NA	NA	NA	NA	NA	hr	NA
Ogata2010	all	9.0	mED120	oral clearance	edoxaban	plasma	LC MS/MS	NA	NA	566.0	11.3	NA	NA	NA	NA	NA	mL/min	NA
Ogata2010	all	9.0	mED120	vd	edoxaban	plasma	LC MS/MS	NA	NA	471.0	34.0	NA	NA	NA	NA	NA	l	NA
Ogata2010	all	9.0	mED120	cumulative amount	edoxaban	urine	LC MS/MS	48.0	hr	43365.0	11.5	NA	NA	NA	NA	NA	µg	NA
Ogata2010	all	9.0	mED120	recovery	edoxaban	urine	LC MS/MS	48.0	hr	36.1	11.5	NA	NA	NA	NA	NA	percent	NA
Ogata2010	all	9.0	mED120	clearance_renal	edoxaban	urine	LC MS/MS	48.0	hr	208.0	9.5	NA	NA	NA	NA	NA	mL/min	NA
Ogata2010	all	9.0	mED120	auc_end	edoxaban	plasma	LC MS/MS	48.0	hr	3682.0	13.8	NA	NA	NA	NA	NA	ng*hr/ml	NA
Ogata2010	all	9.0	mED120	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	ng*hr/ml	NA
Ogata2010	all	9.0	mED120	cmax	edoxaban	plasma	LC MS/MS	NA	NA	649.0	35.1	NA	NA	NA	NA	NA	ng/ml	NA
Ogata2010	all	9.0	mED120	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	3.5	0.5	4.5	NA	NA	hr	NA
Ogata2010	all	9.0	mED120	thalf	edoxaban	plasma	LC MS/MS	NA	NA	9.75	25.7	NA	NA	NA	NA	NA	hr	NA
Ogata2010	all	9.0	mED120	oral clearance	edoxaban	plasma	LC MS/MS	NA	NA	543.0	13.8	NA	NA	NA	NA	NA	mL/min	NA
Ogata2010	all	9.0	mED120	vd	edoxaban	plasma	LC MS/MS	NA	NA	459.0	31.8	NA	NA	NA	NA	NA	l	NA
Ogata2010	all	9.0	mED120	cumulative amount	edoxaban	urine	LC MS/MS	48.0	hr	44093.0	12.9	NA	NA	NA	NA	NA	µg	NA
Ogata2010	all	9.0	mED120	recovery	edoxaban	urine	LC MS/MS	48.0	hr	36.7	19.2	NA	NA	NA	NA	NA	percent	NA
Ogata2010	all	9.0	mED120	clearance_renal	edoxaban	urine	LC MS/MS	48.0	hr	184.0	25.4	NA	NA	NA	NA	NA	mL/min	NA
