study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	cv	median	min	max	sd	se	unit	comments
Ogata2010	all	10.0	solED60	aPTT	edoxaban	plasma	LC MS/MS	NA	NA	15.1	NA	NA	NA	NA	6.01	NA	sec	fasted
Ogata2010	all	10.0	solED60	prothrombin time	edoxaban	plasma	LC MS/MS	NA	NA	13.1	NA	NA	NA	NA	3.06	NA	sec	fasted
Ogata2010	all	10.0	solED60	inr	edoxaban	plasma	LC MS/MS	NA	NA	2.25	NA	NA	NA	NA	0.28	NA	dimensionless	fasted
Ogata2010	all	10.0	solED60	Anti-factor Xa activity	edoxaban	plasma	LC MS/MS	NA	NA	5.16	NA	NA	NA	NA	2.22	NA	IU/mL	fasted
Ogata2010	all	10.0	solED60	cmax	edoxaban	plasma	LC MS/MS	48.0	hr	298.0	27.2	NA	NA	NA	NA	NA	ng/ml	fasted
Ogata2010	all	10.0	solED60	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	1.0	0.5	2.0	NA	NA	hr	fasted
Ogata2010	all	10.0	solED60	thalf	edoxaban	plasma	LC MS/MS	NA	NA	6.75	32.7	NA	NA	NA	NA	NA	hr	fasted
Ogata2010	all	9.0	solED60	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	1648.0	16.0	NA	NA	NA	NA	NA	ng*hr/ml	fasted
Ogata2010	all	10.0	ED60	aPTT	edoxaban	plasma	LC MS/MS	NA	NA	13.3	NA	NA	NA	NA	3.44	NA	sec	fasted
Ogata2010	all	10.0	ED60	prothrombin time	edoxaban	plasma	LC MS/MS	NA	NA	10.7	NA	NA	NA	NA	3.18	NA	sec	fasted
Ogata2010	all	10.0	ED60	inr	edoxaban	plasma	LC MS/MS	NA	NA	2.04	NA	NA	NA	NA	0.334	NA	dimensionless	fasted
Ogata2010	all	10.0	ED60	Anti-factor Xa activity	edoxaban	plasma	LC MS/MS	NA	NA	3.09	NA	NA	NA	NA	1.42	NA	IU/mL	fasted
Ogata2010	all	10.0	ED60	cmax	edoxaban	plasma	LC MS/MS	48.0	hr	252.0	28.4	NA	NA	NA	NA	NA	ng/ml	fasted
Ogata2010	all	10.0	ED60	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	1.0	0.5	2.5	NA	NA	hr	fasted
Ogata2010	all	10.0	ED60	thalf	edoxaban	plasma	LC MS/MS	NA	NA	7.38	28.5	NA	NA	NA	NA	NA	hr	fasted
Ogata2010	all	9.0	ED60	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	1653.0	17.0	NA	NA	NA	NA	NA	ng*hr/ml	fasted
Ogata2010	fed	10.0	solED60	aPTT	edoxaban	plasma	LC MS/MS	NA	NA	17.2	NA	NA	NA	NA	6.71	NA	sec	NA
Ogata2010	fed	10.0	solED60	prothrombin time	edoxaban	plasma	LC MS/MS	NA	NA	13.3	NA	NA	NA	NA	2.68	NA	sec	NA
Ogata2010	fed	10.0	solED60	Anti-factor Xa activity	edoxaban	plasma	LC MS/MS	NA	NA	3.72	NA	NA	NA	NA	0.762	NA	IU/mL	NA
Ogata2010	fed	10.0	solED60	cmax	edoxaban	plasma	LC MS/MS	48.0	hr	312.0	16.2	NA	NA	NA	NA	NA	ng/ml	NA
Ogata2010	fed	10.0	solED60	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	1.5	1.0	1.35	NA	NA	hr	NA
Ogata2010	fed	10.0	solED60	thalf	edoxaban	plasma	LC MS/MS	NA	NA	9.75	29.1	NA	NA	NA	NA	NA	hr	NA
Ogata2010	fed	9.0	solED60	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	1781.0	13.0	NA	NA	NA	NA	NA	ng*hr/ml	NA
Ogata2010	fasted	10.0	solED60	aPTT	edoxaban	plasma	LC MS/MS	NA	NA	18.2	8.15	NA	NA	NA	NA	NA	sec	NA
Ogata2010	fasted	10.0	solED60	prothrombin time	edoxaban	plasma	LC MS/MS	NA	NA	14.0	4.4	NA	NA	NA	NA	NA	sec	NA
Ogata2010	fasted	10.0	solED60	Anti-factor Xa activity	edoxaban	plasma	LC MS/MS	NA	NA	3.8	0.971	NA	NA	NA	NA	NA	IU/mL	NA
Ogata2010	fasted	10.0	solED60	cmax	edoxaban	plasma	LC MS/MS	48.0	hr	302.0	33.9	NA	NA	NA	NA	NA	ng/ml	NA
Ogata2010	fasted	10.0	solED60	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	1.27	0.5	2.5	NA	NA	hr	NA
Ogata2010	fasted	10.0	solED60	thalf	edoxaban	plasma	LC MS/MS	NA	NA	8.9	20.2	NA	NA	NA	NA	NA	hr	NA
Ogata2010	fasted	9.0	solED60	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	1779.0	12.0	NA	NA	NA	NA	NA	ng*hr/ml	NA
