study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	cv	median	min	max	sd	se	unit	comments
Mendell2015	mildHI	8.0	ED15	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	493.6	NA	NA	NA	NA	160.7	NA	ng*hr/ml	NA
Mendell2015	mildHI	8.0	ED15	concentration	edoxaban	plasma	LC MS/MS	24.0	hr	2.6	NA	NA	NA	NA	1.2	NA	ng/ml	NA
Mendell2015	mildHI	8.0	ED15	cmax	edoxaban	plasma	LC MS/MS	NA	NA	84.8	NA	NA	NA	NA	58.7	NA	ng/ml	NA
Mendell2015	mildHI	8.0	ED15	tmax	edoxaban	plasma	LC MS/MS	NA	NA	1.0	NA	NA	0.5	2.0	NA	NA	hr	NA
Mendell2015	mildHI	8.0	ED15	thalf	edoxaban	plasma	LC MS/MS	NA	NA	7.0	NA	NA	NA	NA	2.1	NA	hr	NA
Mendell2015	mildHI	8.0	ED15	oral clearance	edoxaban	plasma	LC MS/MS	NA	NA	32.9	NA	NA	NA	NA	9.1	NA	l/hr	NA
Mendell2015	mildHI	8.0	ED15	vd	edoxaban	plasma	LC MS/MS	NA	NA	328.0	NA	NA	NA	NA	118.5	NA	l	NA
Mendell2015	healthyA	8.0	ED15	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	507.2	NA	NA	NA	NA	122.8	NA	ng*hr/ml	NA
Mendell2015	healthyA	8.0	ED15	concentration	edoxaban	plasma	LC MS/MS	24.0	hr	2.4	NA	NA	NA	NA	1.2	NA	ng/ml	NA
Mendell2015	healthyA	8.0	ED15	cmax	edoxaban	plasma	LC MS/MS	NA	NA	81.4	NA	NA	NA	NA	25.2	NA	ng/ml	NA
Mendell2015	healthyA	8.0	ED15	tmax	edoxaban	plasma	LC MS/MS	NA	NA	0.75	NA	NA	0.5	2.0	NA	NA	hr	NA
Mendell2015	healthyA	8.0	ED15	thalf	edoxaban	plasma	LC MS/MS	NA	NA	6.0	NA	NA	NA	NA	1.6	NA	hr	NA
Mendell2015	healthyA	8.0	ED15	oral clearance	edoxaban	plasma	LC MS/MS	NA	NA	31.2	NA	NA	NA	NA	8.0	NA	l/hr	NA
Mendell2015	healthyA	8.0	ED15	vd	edoxaban	plasma	LC MS/MS	NA	NA	265.5	NA	NA	NA	NA	72.0	NA	l	NA
Mendell2015	moderateHI	8.0	ED15	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	474.3	NA	NA	NA	NA	128.6	NA	ng*hr/ml	NA
Mendell2015	moderateHI	8.0	ED15	concentration	edoxaban	plasma	LC MS/MS	24.0	hr	2.6	NA	NA	NA	NA	0.9	NA	ng/ml	NA
Mendell2015	moderateHI	8.0	ED15	cmax	edoxaban	plasma	LC MS/MS	NA	NA	68.4	NA	NA	NA	NA	37.0	NA	ng/ml	NA
Mendell2015	moderateHI	8.0	ED15	tmax	edoxaban	plasma	LC MS/MS	NA	NA	2.0	NA	NA	0.5	6.0	NA	NA	hr	NA
Mendell2015	moderateHI	8.0	ED15	thalf	edoxaban	plasma	LC MS/MS	NA	NA	7.2	NA	NA	NA	NA	1.6	NA	hr	NA
Mendell2015	moderateHI	8.0	ED15	oral clearance	edoxaban	plasma	LC MS/MS	NA	NA	33.8	NA	NA	NA	NA	9.5	NA	l/hr	NA
Mendell2015	moderateHI	8.0	ED15	vd	edoxaban	plasma	LC MS/MS	NA	NA	348.8	NA	NA	NA	NA	124.7	NA	l	NA
Mendell2015	healthyB	8.0	ED15	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	493.0	NA	NA	NA	NA	112.8	NA	ng*hr/ml	NA
