study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	cv	median	min	max	sd	se	unit	comments
Parasrampuria2016b	all	23.0	ED60	cmax	edoxaban	plasma	LC MS/MS	NA	NA	309.0	NA	NA	NA	NA	97.2	NA	ng/ml	NA
Parasrampuria2016b	all	23.0	ED60	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	1.0	1.0	2.0	NA	NA	hr	NA
Parasrampuria2016b	all	24.0	ED60	auc_end	edoxaban	plasma	LC MS/MS	24.0	hr	1780.0	NA	NA	NA	NA	319.0	NA	ng*hr/ml	NA
Parasrampuria2016b	all	23.0	ED60	concentration	edoxaban	plasma	LC MS/MS	24.0	hr	14.0	NA	NA	NA	NA	5.44	NA	ng/ml	lowest concentration before the next dose
Parasrampuria2016b	all	23.0	multiED60	cmax	edoxaban	plasma	LC MS/MS	NA	NA	303.0	NA	NA	NA	NA	87.7	NA	ng/ml	NA
Parasrampuria2016b	all	23.0	multiED60	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	1.5	0.5	4.0	NA	NA	hr	NA
Parasrampuria2016b	all	24.0	multiED60	auc_end	edoxaban	plasma	LC MS/MS	24.0	hr	1990.0	NA	NA	NA	NA	403.0	NA	ng*hr/ml	NA
Parasrampuria2016b	all	23.0	multiED60	concentration	edoxaban	plasma	LC MS/MS	24.0	hr	15.5	NA	NA	NA	NA	3.98	NA	ng/ml	NA
Parasrampuria2016b	all	23.0	multiRIV20, ED60	cmax	edoxaban	plasma	LC MS/MS	NA	NA	288.0	NA	NA	NA	NA	113.0	NA	ng/ml	NA
Parasrampuria2016b	all	23.0	multiRIV20, ED60	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	1.0	0.5	2.0	NA	NA	hr	NA
Parasrampuria2016b	all	24.0	multiRIV20, ED60	auc_end	edoxaban	plasma	LC MS/MS	24.0	hr	1740.0	NA	NA	NA	NA	353.0	NA	ng*hr/ml	NA
Parasrampuria2016b	all	23.0	multiRIV20, ED60	concentration	edoxaban	plasma	LC MS/MS	24.0	hr	13.4	NA	NA	NA	NA	5.0	NA	ng/ml	NA
Parasrampuria2016b	all	23.0	multiDAB150, ED60	cmax	edoxaban	plasma	LC MS/MS	NA	NA	280.0	NA	NA	NA	NA	124.0	NA	ng/ml	NA
Parasrampuria2016b	all	23.0	multiDAB150, ED60	tmax	edoxaban	plasma	LC MS/MS	NA	NA	NA	NA	1.0	0.5	3.0	NA	NA	hr	NA
Parasrampuria2016b	all	24.0	multiDAB150, ED60	auc_end	edoxaban	plasma	LC MS/MS	24.0	hr	1680.0	NA	NA	NA	NA	475.0	NA	ng*hr/ml	NA
Parasrampuria2016b	all	23.0	multiDAB150, ED60	concentration	edoxaban	plasma	LC MS/MS	24.0	hr	12.8	NA	NA	NA	NA	4.13	NA	ng/ml	NA
