study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Brown2015	all	24.0	NA	species	24.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Brown2015	all	24.0	NA	healthy	24.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Brown2015	all	24.0	NA	ethnicity	8.0	NA	hispanic	NA	NA	NA	NA	NA	NA	NA	NA
Brown2015	all	24.0	NA	medication	24.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Brown2015	all	24.0	NA	sex	4.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Brown2015	all	24.0	NA	sex	20.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Brown2015	all	24.0	NA	overnight fast	24.0	NA	NR	NA	NA	NA	NA	NA	NA	NA	NA
Brown2015	all	24.0	NA	age	24.0	NA	NA	31.0	NA	6.6	NA	NA	NA	yr	NA
Brown2015	all	24.0	NA	bmi	24.0	NA	NA	25.8	NA	2.1	NA	NA	NA	kg/m^2	NA
Brown2015	cohort1	12.0	all	sex	11.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Brown2015	cohort1	12.0	all	sex	1.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Brown2015	cohort1	12.0	all	ethnicity	4.0	NA	hispanic	NA	NA	NA	NA	NA	NA	NA	NA
Brown2015	cohort1	12.0	all	age	12.0	NA	NA	32.3	NA	7.3	NA	NA	NA	yr	NA
Brown2015	cohort1	12.0	all	bmi	12.0	NA	NA	26.0	NA	2.5	NA	NA	NA	kg/m^2	NA
Brown2015	cohort2	12.0	all	sex	9.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Brown2015	cohort2	12.0	all	sex	3.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Brown2015	cohort2	12.0	all	ethnicity	4.0	NA	hispanic	NA	NA	NA	NA	NA	NA	NA	NA
Brown2015	cohort2	12.0	all	age	12.0	NA	NA	29.8	NA	5.8	NA	NA	NA	yr	NA
Brown2015	cohort2	12.0	all	bmi	12.0	NA	NA	25.7	NA	1.8	NA	NA	NA	kg/m^2	NA
