study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	cv	median	min	max	sd	se	unit	comments
Brown2015	cohort1	12.0	NA	prothrombin time	NA	plasma	coagulation assay	NA	hr	12.8	NA	NA	12.7	20.0	NA	NA	sec	NA
Brown2015	cohort1	12.0	NA	PT (change relative)	NA	plasma	coagulation assay	NA	hr	56.2	NA	NA	NA	NA	27.0	NA	percent	NA
Brown2015	cohort1	12.0	NA	ETP 	NA	plasma	coagulation assay	NA	hr	4720.0	NA	NA	NA	NA	370.0	NA	nM*min	NA
Brown2015	cohort1	12.0	NA	ETP (change relative)	NA	plasma	coagulation assay	NA	hr	3.12	NA	NA	NA	NA	11.5	NA	percent	NA
Brown2015	cohort1	12.0	NA	prothrombin time	NA	plasma	coagulation assay	NA	hr	12.8	NA	NA	12.4	19.5	NA	NA	sec	NA
Brown2015	cohort1	12.0	NA	PT (change relative)	NA	plasma	coagulation assay	NA	hr	52.8	NA	NA	NA	NA	24.8	NA	percent	NA
Brown2015	cohort1	12.0	NA	ETP 	NA	plasma	coagulation assay	NA	hr	4590.0	NA	NA	NA	NA	430.0	NA	nM*min	NA
Brown2015	cohort1	12.0	NA	ETP (change relative)	NA	plasma	coagulation assay	NA	hr	21.6	NA	NA	NA	NA	11.0	NA	percent	NA
Brown2015	cohort1	12.0	NA	prothrombin time	NA	plasma	coagulation assay	NA	hr	12.7	NA	NA	12.2	19.3	NA	NA	sec	NA
Brown2015	cohort1	12.0	NA	PT (change relative)	NA	plasma	coagulation assay	NA	hr	51.7	NA	NA	NA	NA	29.5	NA	percent	NA
Brown2015	cohort1	12.0	NA	ETP 	NA	plasma	coagulation assay	NA	hr	4670.0	NA	NA	NA	NA	350.0	NA	nM*min	NA
Brown2015	cohort1	12.0	NA	ETP (change relative)	NA	plasma	coagulation assay	NA	hr	32.9	NA	NA	NA	NA	11.1	NA	percent	NA
Brown2015	cohort2	12.0	NA	prothrombin time	NA	plasma	coagulation assay	NA	hr	12.8	NA	NA	12.8	27.0	NA	NA	sec	NA
Brown2015	cohort2	12.0	NA	PT (change relative)	NA	plasma	coagulation assay	NA	hr	111.0	NA	NA	NA	NA	20.4	NA	percent	NA
Brown2015	cohort2	12.0	NA	ETP 	NA	plasma	coagulation assay	NA	hr	4312.0	NA	NA	NA	NA	460.0	NA	nM*min	NA
Brown2015	cohort2	12.0	NA	ETP (change relative)	NA	plasma	coagulation assay	NA	hr	0.956	NA	NA	NA	NA	11.3	NA	percent	NA
Brown2015	cohort2	12.0	NA	prothrombin time	NA	plasma	coagulation assay	NA	hr	12.9	NA	NA	12.7	23.4	NA	NA	sec	NA
Brown2015	cohort2	12.0	NA	PT (change relative)	NA	plasma	coagulation assay	NA	hr	81.6	NA	NA	NA	NA	32.7	NA	percent	NA
Brown2015	cohort2	12.0	NA	ETP 	NA	plasma	coagulation assay	NA	hr	4412.0	NA	NA	NA	NA	620.0	NA	nM*min	NA
Brown2015	cohort2	12.0	NA	ETP (change relative)	NA	plasma	coagulation assay	NA	hr	18.4	NA	NA	NA	NA	12.6	NA	percent	NA
Brown2015	cohort2	12.0	NA	prothrombin time	NA	plasma	coagulation assay	NA	hr	13.0	NA	NA	12.6	27.0	NA	NA	sec	NA
Brown2015	cohort2	12.0	NA	PT (change relative)	NA	plasma	coagulation assay	NA	hr	108.0	NA	NA	NA	NA	25.1	NA	percent	NA
Brown2015	cohort2	12.0	NA	ETP 	NA	plasma	coagulation assay	NA	hr	4385.0	NA	NA	NA	NA	620.0	NA	nM*min	NA
Brown2015	cohort2	12.0	NA	ETP (change relative)	NA	plasma	coagulation assay	NA	hr	32.4	NA	NA	NA	NA	13.7	NA	percent	NA
