study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_pm	sd	se	unit	comments
Brown2015	NA	cohort1	12.0	ED60	PT (change relative)	NA	plasma	coagulation assay	PT_ED60	0.0	hr	0.0	NA	NA	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60	PT (change relative)	NA	plasma	coagulation assay	PT_ED60	0.5	hr	2.76	5.63	2.87	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60	PT (change relative)	NA	plasma	coagulation assay	PT_ED60	1.0	hr	6.32	8.39	2.0700000000000003	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60	PT (change relative)	NA	plasma	coagulation assay	PT_ED60	1.5	hr	5.97	9.08	3.1100000000000003	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60	PT (change relative)	NA	plasma	coagulation assay	PT_ED60	2.0	hr	5.05	8.27	3.2199999999999998	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60	PT (change relative)	NA	plasma	coagulation assay	PT_ED60	3.0	hr	4.59	7.35	2.76	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60	PT (change relative)	NA	plasma	coagulation assay	PT_ED60	4.0	hr	3.9	6.55	2.65	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60	PT (change relative)	NA	plasma	coagulation assay	PT_ED60	6.0	hr	2.98	5.86	2.8800000000000003	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60	PT (change relative)	NA	plasma	coagulation assay	PT_ED60	8.0	hr	2.06	5.4	3.3400000000000003	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60	PT (change relative)	NA	plasma	coagulation assay	PT_ED60	12.0	hr	1.13	4.59	3.46	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60	PT (change relative)	NA	plasma	coagulation assay	PT_ED60	24.0	hr	0.42	3.55	3.13	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60	PT (change relative)	NA	plasma	coagulation assay	PT_ED60	36.0	hr	0.17	2.4	2.23	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60	PT (change relative)	NA	plasma	coagulation assay	PT_ED60	48.0	hr	0.1	1.25	1.15	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60	PT (change relative)	NA	plasma	coagulation assay	PT_ED60	60.0	hr	0.04	0.65	0.61	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60	PT (change relative)	NA	plasma	coagulation assay	PT_ED60	72.0	hr	0.0	NA	NA	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC25	0.0	hr	0.0	NA	NA	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC25	0.5	hr	2.41	5.63	3.2199999999999998	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC25	1.0	hr	4.6	8.39	3.790000000000001	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC25	1.5	hr	6.09	9.42	3.33	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC25	2.0	hr	5.63	8.27	2.6399999999999997	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC25	3.0	hr	5.17	7.35	2.1799999999999997	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC25	4.0	hr	4.25	6.55	2.3	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC25	6.0	hr	3.33	5.86	2.5300000000000002	NA	sec	NA
