study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Chen2017b	all	12.0	NA	species	12.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Chen2017b	all	12.0	NA	healthy	12.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Chen2017b	all	12.0	NA	ethnicity	12.0	NA	chinese	NA	NA	NA	NA	NA	NA	NA	NA
Chen2017b	all	12.0	NA	medication	12.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Chen2017b	all	12.0	NA	sex	6.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Chen2017b	all	12.0	NA	sex	6.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Chen2017b	all	12.0	NA	overnight fast	12.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Chen2017b	all	12.0	NA	age	12.0	NA	NA	31.1	NA	5.6	NA	25.0	44.0	yr	NA
Chen2017b	all	12.0	NA	weight	12.0	NA	NA	61.2	NA	4.9	NA	53.9	63.6	kg	NA
Chen2017b	all	12.0	NA	bmi	12.0	NA	NA	22.4	NA	1.4	NA	19.9	23.4	kg/m^2	NA
Chen2017b	all	12.0	NA	aPTT	12.0	NA	NA	30.1	NA	4.1	NA	24.4	37.6	sec	NA
Chen2017b	all	12.0	NA	prothrombin time	12.0	NA	NA	11.7	NA	0.7	NA	10.3	12.5	sec	NA
Chen2017b	female	6.0	all	age	6.0	NA	NA	33.3	NA	6.8	NA	25.0	44.0	yr	NA
Chen2017b	female	6.0	all	weight	6.0	NA	NA	58.8	NA	3.9	NA	53.9	68.5	kg	NA
Chen2017b	female	6.0	all	bmi	6.0	NA	NA	23.1	NA	1.0	NA	21.3	24.0	kg/m^2	NA
Chen2017b	female	6.0	all	aPTT	6.0	NA	NA	29.1	NA	3.5	NA	26.0	37.6	sec	NA
Chen2017b	female	6.0	all	prothrombin time	6.0	NA	NA	11.6	NA	0.5	NA	10.7	12.0	sec	NA
Chen2017b	male	6.0	all	age	6.0	NA	NA	28.8	NA	3.0	NA	25.0	33.0	yr	NA
Chen2017b	male	6.0	all	weight	6.0	NA	NA	63.7	NA	4.9	NA	57.7	68.5	kg	NA
Chen2017b	male	6.0	all	bmi	6.0	NA	NA	21.7	NA	1.4	NA	19.9	24.0	kg/m^2	NA
Chen2017b	male	6.0	all	aPTT	6.0	NA	NA	31.2	NA	4.7	NA	24.4	36.4	sec	NA
Chen2017b	male	6.0	all	prothrombin time	6.0	NA	NA	11.8	NA	0.8	NA	10.3	12.5	sec	NA
