study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	cv	median	min	max	sd	se	unit	comments
Chen2017b	male	6.0	ED30	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	1208.0	NA	NA	NA	NA	137.0	NA	ng*hr/ml	NA
Chen2017b	male	6.0	ED30	oral-clearance	edoxaban	plasma	LC MS/MS	NA	NA	25.0	NA	NA	NA	NA	2.7	NA	l/hr	NA
Chen2017b	male	6.0	ED30	cmax	edoxaban	plasma	LC MS/MS	NA	NA	177.0	NA	NA	NA	NA	21.0	NA	ng/mL	NA
Chen2017b	male	6.0	ED30	vd	edoxaban	plasma	LC MS/MS	NA	NA	333.0	NA	NA	NA	NA	149.0	NA	l	NA
Chen2017b	male	6.0	ED30	clearance_renal	edoxaban	urine	LC MS/MS	48.0	hr	9.8	NA	NA	NA	NA	2.4	NA	l/hr	NA
Chen2017b	male	6.0	ED30	auc_inf	edoxaban-M4	plasma	LC MS/MS	NA	NA	127.0	NA	NA	NA	NA	32.0	NA	ng*hr/ml	NA
Chen2017b	male	6.0	ED30	cmax	edoxaban-M4	plasma	LC MS/MS	48.0	hr	17.2	NA	NA	NA	NA	2.6	NA	ng/mL	NA
Chen2017b	male	6.0	ED60	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	2210.0	NA	NA	NA	NA	281.0	NA	ng*hr/ml	NA
Chen2017b	male	6.0	ED60	oral-clearance	edoxaban	plasma	LC MS/MS	NA	NA	27.5	NA	NA	NA	NA	3.3	NA	l/hr	NA
Chen2017b	male	6.0	ED60	cmax	edoxaban	plasma	LC MS/MS	NA	NA	307.0	NA	NA	NA	NA	71.0	NA	ng/mL	NA
Chen2017b	male	6.0	ED60	vd	edoxaban	plasma	LC MS/MS	NA	NA	434.0	NA	NA	NA	NA	189.0	NA	l	NA
Chen2017b	male	6.0	ED60	clearance_renal	edoxaban	urine	LC MS/MS	48.0	hr	9.89	NA	NA	NA	NA	1.7	NA	l/hr	NA
Chen2017b	male	6.0	ED60	auc_inf	edoxaban-M4	plasma	LC MS/MS	NA	NA	241.0	NA	NA	NA	NA	88.0	NA	ng*hr/ml	NA
Chen2017b	male	6.0	ED60	cmax	edoxaban-M4	plasma	LC MS/MS	48.0	hr	30.5	NA	NA	NA	NA	10.3	NA	ng/mL	NA
Chen2017b	male	6.0	ED90	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	3106.0	NA	NA	NA	NA	651.0	NA	ng*hr/ml	NA
Chen2017b	male	6.0	ED90	oral-clearance	edoxaban	plasma	LC MS/MS	NA	NA	30.0	NA	NA	NA	NA	6.0	NA	l/hr	NA
Chen2017b	male	6.0	ED90	cmax	edoxaban	plasma	LC MS/MS	NA	NA	470.0	NA	NA	NA	NA	103.0	NA	ng/mL	NA
Chen2017b	male	6.0	ED90	vd	edoxaban	plasma	LC MS/MS	NA	NA	407.0	NA	NA	NA	NA	74.0	NA	l	NA
Chen2017b	male	6.0	ED90	clearance_renal	edoxaban	urine	LC MS/MS	48.0	hr	9.7	NA	NA	NA	NA	1.4	NA	l/hr	NA
Chen2017b	male	6.0	ED90	auc_inf	edoxaban-M4	plasma	LC MS/MS	NA	NA	319.0	NA	NA	NA	NA	110.0	NA	ng*hr/ml	NA
Chen2017b	male	6.0	ED90	cmax	edoxaban-M4	plasma	LC MS/MS	48.0	hr	42.1	NA	NA	NA	NA	9.9	NA	ng/mL	NA
Chen2017b	female	6.0	ED30	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	1257.0	NA	NA	NA	NA	84.0	NA	ng*hr/ml	NA
Chen2017b	female	6.0	ED30	oral-clearance	edoxaban	plasma	LC MS/MS	NA	NA	24.0	NA	NA	NA	NA	1.6	NA	l/hr	NA
Chen2017b	female	6.0	ED30	cmax	edoxaban	plasma	LC MS/MS	NA	NA	223.0	NA	NA	NA	NA	47.3	NA	ng/mL	NA
Chen2017b	female	6.0	ED30	vd	edoxaban	plasma	LC MS/MS	NA	NA	268.0	NA	NA	NA	NA	85.0	NA	l	NA
Chen2017b	female	6.0	ED30	clearance_renal	edoxaban	urine	LC MS/MS	48.0	hr	10.5	NA	NA	NA	NA	2.1	NA	l/hr	NA
Chen2017b	female	6.0	ED30	auc_inf	edoxaban-M4	plasma	LC MS/MS	NA	NA	176.0	NA	NA	NA	NA	45.0	NA	ng*hr/ml	NA
Chen2017b	female	6.0	ED30	cmax	edoxaban-M4	plasma	LC MS/MS	48.0	hr	30.0	NA	NA	NA	NA	9.5	NA	ng/mL	NA
Chen2017b	female	6.0	ED60	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	2210.0	NA	NA	NA	NA	331.0	NA	ng*hr/ml	NA
Chen2017b	female	6.0	ED60	oral-clearance	edoxaban	plasma	LC MS/MS	NA	NA	27.7	NA	NA	NA	NA	4.4	NA	l/hr	NA
Chen2017b	female	6.0	ED60	cmax	edoxaban	plasma	LC MS/MS	NA	NA	340.0	NA	NA	NA	NA	89.0	NA	ng/mL	NA
Chen2017b	female	6.0	ED60	vd	edoxaban	plasma	LC MS/MS	NA	NA	272.0	NA	NA	NA	NA	71.0	NA	l	NA
Chen2017b	female	6.0	ED60	clearance_renal	edoxaban	urine	LC MS/MS	48.0	hr	9.24	NA	NA	NA	NA	1.48	NA	l/hr	NA
Chen2017b	female	6.0	ED60	auc_inf	edoxaban-M4	plasma	LC MS/MS	NA	NA	279.0	NA	NA	NA	NA	67.0	NA	ng*hr/ml	NA
Chen2017b	female	6.0	ED60	cmax	edoxaban-M4	plasma	LC MS/MS	48.0	hr	38.8	NA	NA	NA	NA	8.6	NA	ng/mL	NA
Chen2017b	female	6.0	ED90	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	3370.0	NA	NA	NA	NA	583.0	NA	ng*hr/ml	NA
Chen2017b	female	6.0	ED90	oral-clearance	edoxaban	plasma	LC MS/MS	NA	NA	27.4	NA	NA	NA	NA	4.7	NA	l/hr	NA
Chen2017b	female	6.0	ED90	cmax	edoxaban	plasma	LC MS/MS	NA	NA	532.0	NA	NA	NA	NA	164.0	NA	ng/mL	NA
Chen2017b	female	6.0	ED90	vd	edoxaban	plasma	LC MS/MS	NA	NA	374.0	NA	NA	NA	NA	105.0	NA	l	NA
Chen2017b	female	6.0	ED90	clearance_renal	edoxaban	urine	LC MS/MS	48.0	hr	9.6	NA	NA	NA	NA	1.1	NA	l/hr	NA
Chen2017b	female	6.0	ED90	auc_inf	edoxaban-M4	plasma	LC MS/MS	NA	NA	424.0	NA	NA	NA	NA	136.5	NA	ng*hr/ml	NA
Chen2017b	female	6.0	ED90	cmax	edoxaban-M4	plasma	LC MS/MS	48.0	hr	58.8	NA	NA	NA	NA	18.9	NA	ng/mL	NA
